Cardio
Date,Exercise,Set,Duration,Speed/Resistance/Distance/Jumps/Sets,Elevation/Avg HR/Incline/Steps,Calories/Laps/Matches,Notes

Exercise
Date,Exercise,Set,Weight,Reps,Notes
"09-Apr-15","calf raise","1","130 kg","12",""
"09-Apr-15","calf raise","2","130 kg","12",""
"09-Apr-15","calf raise","3","130 kg","12",""
"09-Apr-15","calf raise","4","130 kg","12",""
"09-Apr-15","deadlift","1","40 kg","12",""
"09-Apr-15","deadlift","2","40 kg","10",""
"09-Apr-15","deadlift","3","60 kg","4",""
"09-Apr-15","deadlift","4","80 kg","1",""
"09-Apr-15","deadlift","5","90 kg","6",""
"09-Apr-15","deadlift","6","90 kg","6",""
"09-Apr-15","deadlift","7","90 kg","6",""
"09-Apr-15","lat pulldown","1","89 kg","6",""
"09-Apr-15","lat pulldown","2","89 kg","6",""
"09-Apr-15","lat pulldown","3","89 kg","6",""

"10-Apr-15","rear lateral raise","1","8 kg","10",""
"10-Apr-15","rear lateral raise","2","8 kg","10",""
"10-Apr-15","rear lateral raise","3","8 kg","10",""
"10-Apr-15","rear lateral raise","4","8 kg","10",""
"10-Apr-15","air bicycles","1","0.0 kg","150",""
"10-Apr-15","air bicycles","2","0.0 kg","150",""
"10-Apr-15","air bicycles","3","0.0 kg","150",""
"10-Apr-15","machine shoulder press","1","25 kg","12",""
"10-Apr-15","machine shoulder press","2","25 kg","10",""
"10-Apr-15","machine shoulder press","3","35 kg","4",""
"10-Apr-15","machine shoulder press","4","45 kg","1",""
"10-Apr-15","machine shoulder press","5","50 kg","6",""
"10-Apr-15","machine shoulder press","6","50 kg","6",""
"10-Apr-15","machine shoulder press","7","50 kg","6",""
"10-Apr-15","barbell shrug","1","90 kg","12",""
"10-Apr-15","barbell shrug","2","80 kg","12",""
"10-Apr-15","barbell shrug","3","80 kg","12",""
"10-Apr-15","barbell shrug","4","80 kg","12",""
"10-Apr-15","cable side lateral raise","1","7.5 kg","6",""
"10-Apr-15","cable side lateral raise","2","7.5 kg","6",""
"10-Apr-15","cable side lateral raise","3","7.5 kg","6",""
"10-Apr-15","cable side lateral raise","4","7.5 kg","6",""
"10-Apr-15","captains chair leg raise","1","0.0 kg","12",""
"10-Apr-15","captains chair leg raise","2","0.0 kg","12",""
"10-Apr-15","captains chair leg raise","3","0.0 kg","12",""
"10-Apr-15","captains chair leg raise","4","0.0 kg","12",""
"10-Apr-15","kneeling cable crunch","1","41.25 kg","12",""
"10-Apr-15","kneeling cable crunch","2","41.25 kg","12",""
"10-Apr-15","kneeling cable crunch","3","41.25 kg","12",""
"10-Apr-15","kneeling cable crunch","4","41.25 kg","12",""

"11-Apr-15","barbell squat","1","20 kg","12",""
"11-Apr-15","barbell squat","2","20 kg","10",""
"11-Apr-15","barbell squat","3","50 kg","4",""
"11-Apr-15","barbell squat","4","70 kg","1",""
"11-Apr-15","barbell squat","5","75 kg","6",""
"11-Apr-15","barbell squat","6","75 kg","6",""
"11-Apr-15","barbell squat","7","75 kg","6",""
"11-Apr-15","romanian deadlift","1","45 kg","12",""
"11-Apr-15","romanian deadlift","2","45 kg","10",""
"11-Apr-15","romanian deadlift","3","55 kg","8",""
"11-Apr-15","romanian deadlift","4","55 kg","8",""
"11-Apr-15","romanian deadlift","5","55 kg","8",""
"11-Apr-15","romanian deadlift","6","55 kg","8",""
"11-Apr-15","machine leg press","1","65 kg","12",""
"11-Apr-15","machine leg press","2","65 kg","10",""
"11-Apr-15","machine leg press","3","95 kg","4",""
"11-Apr-15","machine leg press","4","115 kg","1",""
"11-Apr-15","machine leg press","5","135 kg","6",""
"11-Apr-15","machine leg press","6","135 kg","6",""
"11-Apr-15","machine leg press","7","135 kg","6",""
"11-Apr-15","machine leg press","8","135 kg","6",""

"12-Apr-15","cable triceps pushdown","1","18.75 kg","12",""
"12-Apr-15","cable triceps pushdown","2","18.75 kg","10",""
"12-Apr-15","cable triceps pushdown","3","28.75 kg","4",""
"12-Apr-15","cable triceps pushdown","4","38.75 kg","1",""
"12-Apr-15","cable triceps pushdown","5","41.25 kg","6",""
"12-Apr-15","cable triceps pushdown","6","41.25 kg","6",""
"12-Apr-15","cable triceps pushdown","7","41.25 kg","6",""
"12-Apr-15","standing biceps curl","1","35 kg","6",""
"12-Apr-15","standing biceps curl","2","35 kg","6",""
"12-Apr-15","standing biceps curl","3","35 kg","6",""
"12-Apr-15","standing biceps curl","4","35 kg","6",""
"12-Apr-15","dumbbell biceps curl","1","8 kg","12",""
"12-Apr-15","dumbbell biceps curl","2","8 kg","10",""
"12-Apr-15","dumbbell biceps curl","3","14 kg","4",""
"12-Apr-15","dumbbell biceps curl","4","16 kg","1",""
"12-Apr-15","dumbbell biceps curl","5","18 kg","6",""
"12-Apr-15","dumbbell biceps curl","6","18 kg","6",""
"12-Apr-15","dumbbell biceps curl","7","18 kg","6",""
"12-Apr-15","lying triceps extension","1","28 kg","12",""
"12-Apr-15","lying triceps extension","2","28 kg","12",""
"12-Apr-15","lying triceps extension","3","28 kg","12",""
"12-Apr-15","lying triceps extension","4","28 kg","12",""

"21-Apr-15","dip","1","0.0 kg","10",""
"21-Apr-15","dip","2","0.0 kg","10",""
"21-Apr-15","dip","3","0.0 kg","10",""
"21-Apr-15","dip","4","0.0 kg","10",""
"21-Apr-15","dip","5","0.0 kg","10",""
"21-Apr-15","captains chair leg raise","1","0.0 kg","12",""
"21-Apr-15","captains chair leg raise","2","0.0 kg","12",""
"21-Apr-15","captains chair leg raise","3","0.0 kg","12",""
"21-Apr-15","captains chair leg raise","4","0.0 kg","12",""
"21-Apr-15","kneeling cable crunch","1","41.25 kg","12",""
"21-Apr-15","kneeling cable crunch","2","41.25 kg","12",""
"21-Apr-15","kneeling cable crunch","3","41.25 kg","12",""
"21-Apr-15","kneeling cable crunch","4","41.25 kg","12",""

"22-Apr-15","air bicycles","1","0.0 kg","150",""
"22-Apr-15","air bicycles","2","0.0 kg","150",""
"22-Apr-15","air bicycles","3","0.0 kg","150",""
"22-Apr-15","incline barbell bench press","1","56 kg","6",""
"22-Apr-15","incline barbell bench press","2","56 kg","6",""
"22-Apr-15","incline barbell bench press","3","56 kg","6",""
"22-Apr-15","barbell bench press","1","36 kg","12",""
"22-Apr-15","barbell bench press","2","36 kg","10",""
"22-Apr-15","barbell bench press","3","52 kg","4",""
"22-Apr-15","barbell bench press","4","68 kg","6",""
"22-Apr-15","barbell bench press","5","68 kg","6",""
"22-Apr-15","barbell bench press","6","68 kg","5",""

"24-Apr-15","one-arm row","1","32 kg","6",""
"24-Apr-15","one-arm row","2","32 kg","6",""
"24-Apr-15","one-arm row","3","32 kg","6",""
"24-Apr-15","deadlift","1","40 kg","12",""
"24-Apr-15","deadlift","2","40 kg","10",""
"24-Apr-15","deadlift","3","60 kg","4",""
"24-Apr-15","deadlift","4","80 kg","1",""
"24-Apr-15","deadlift","5","90 kg","6",""
"24-Apr-15","deadlift","6","90 kg","6",""
"24-Apr-15","deadlift","7","90 kg","6",""
"24-Apr-15","lat pulldown","1","89 kg","6",""
"24-Apr-15","lat pulldown","2","89 kg","6",""
"24-Apr-15","lat pulldown","3","89 kg","6",""

"04-May-15","dip","1","0.0 kg","10",""
"04-May-15","dip","2","0.0 kg","10",""
"04-May-15","dip","3","0.0 kg","10",""
"04-May-15","dip","4","0.0 kg","10",""
"04-May-15","dip","5","0.0 kg","10",""
"04-May-15","incline barbell bench press","1","56 kg","6",""
"04-May-15","incline barbell bench press","2","56 kg","6",""
"04-May-15","incline barbell bench press","3","56 kg","6",""
"04-May-15","barbell bench press","1","36 kg","12",""
"04-May-15","barbell bench press","2","36 kg","10",""
"04-May-15","barbell bench press","3","52 kg","4",""
"04-May-15","barbell bench press","4","68 kg","6",""
"04-May-15","barbell bench press","5","68 kg","6",""
"04-May-15","barbell bench press","6","68 kg","4","failed"
"04-May-15","barbell bench press","7","68 kg","4","failed"
"04-May-15","kneeling cable crunch","1","41.25 kg","12",""
"04-May-15","kneeling cable crunch","2","41.25 kg","12",""
"04-May-15","kneeling cable crunch","3","41.25 kg","12",""
"04-May-15","kneeling cable crunch","4","41.25 kg","12",""

"05-May-15","air bicycles","1","0.0 kg","150",""
"05-May-15","air bicycles","2","0.0 kg","150",""
"05-May-15","air bicycles","3","0.0 kg","150",""
"05-May-15","one-arm row","1","32 kg","6",""
"05-May-15","one-arm row","2","32 kg","6",""
"05-May-15","one-arm row","3","32 kg","6",""
"05-May-15","calf raise","1","130 kg","12",""
"05-May-15","calf raise","2","130 kg","12",""
"05-May-15","calf raise","3","130 kg","12",""
"05-May-15","calf raise","4","130 kg","12",""
"05-May-15","deadlift","1","40 kg","12",""
"05-May-15","deadlift","2","40 kg","10",""
"05-May-15","deadlift","3","60 kg","4",""
"05-May-15","deadlift","4","80 kg","1",""
"05-May-15","deadlift","5","90 kg","6",""
"05-May-15","deadlift","6","90 kg","6",""
"05-May-15","deadlift","7","90 kg","6",""
"05-May-15","lat pulldown","1","89 kg","6",""
"05-May-15","lat pulldown","2","89 kg","6",""
"05-May-15","lat pulldown","3","89 kg","6",""
"05-May-15","captains chair leg raise","1","0.0 kg","12",""
"05-May-15","captains chair leg raise","2","0.0 kg","12",""
"05-May-15","captains chair leg raise","3","0.0 kg","12",""
"05-May-15","captains chair leg raise","4","0.0 kg","12",""

"06-May-15","machine shoulder press","1","25 kg","12",""
"06-May-15","machine shoulder press","2","25 kg","10",""
"06-May-15","machine shoulder press","3","35 kg","4",""
"06-May-15","machine shoulder press","4","45 kg","1",""
"06-May-15","machine shoulder press","5","50 kg","6",""
"06-May-15","machine shoulder press","6","50 kg","6",""
"06-May-15","machine shoulder press","7","50 kg","6",""
"06-May-15","barbell shrug","1","64 kg","12",""
"06-May-15","barbell shrug","2","64 kg","12",""
"06-May-15","barbell shrug","3","64 kg","12",""
"06-May-15","barbell shrug","4","64 kg","12",""
"06-May-15","cable side lateral raise","1","7.5 kg","6",""
"06-May-15","cable side lateral raise","2","7.5 kg","6",""
"06-May-15","cable side lateral raise","3","7.5 kg","6",""
"06-May-15","cable side lateral raise","4","7.5 kg","6",""
"06-May-15","rear lateral raise","1","8 kg","10",""
"06-May-15","rear lateral raise","2","8 kg","10",""
"06-May-15","rear lateral raise","3","8 kg","10",""
"06-May-15","rear lateral raise","4","8 kg","10",""

"10-May-15","barbell squat","1","20 kg","12",""
"10-May-15","barbell squat","2","20 kg","10",""
"10-May-15","barbell squat","3","50 kg","4",""
"10-May-15","barbell squat","4","70 kg","6",""
"10-May-15","barbell squat","5","70 kg","6",""
"10-May-15","barbell squat","6","70 kg","6",""
"10-May-15","barbell squat","7","70 kg","6",""
"10-May-15","romanian deadlift","1","40 kg","12",""
"10-May-15","romanian deadlift","2","45 kg","12",""
"10-May-15","romanian deadlift","3","55 kg","8",""
"10-May-15","romanian deadlift","4","55 kg","8",""
"10-May-15","romanian deadlift","5","55 kg","8",""
"10-May-15","romanian deadlift","6","55 kg","8",""
"10-May-15","machine leg press","1","65 kg","12",""
"10-May-15","machine leg press","2","65 kg","10",""
"10-May-15","machine leg press","3","95 kg","4",""
"10-May-15","machine leg press","4","115 kg","1",""
"10-May-15","machine leg press","5","135 kg","6",""
"10-May-15","machine leg press","6","135 kg","6",""
"10-May-15","machine leg press","7","135 kg","6",""

"13-May-15","cable triceps pushdown","1","18.75 kg","12",""
"13-May-15","cable triceps pushdown","2","18.75 kg","10",""
"13-May-15","cable triceps pushdown","3","28.75 kg","4",""
"13-May-15","cable triceps pushdown","4","38.75 kg","1",""
"13-May-15","cable triceps pushdown","5","41.25 kg","6",""
"13-May-15","cable triceps pushdown","6","41.25 kg","6",""
"13-May-15","cable triceps pushdown","7","41.25 kg","6",""
"13-May-15","dumbbell biceps curl","1","8 kg","12",""
"13-May-15","dumbbell biceps curl","2","8 kg","10",""
"13-May-15","dumbbell biceps curl","3","14 kg","4",""
"13-May-15","dumbbell biceps curl","4","16 kg","1",""
"13-May-15","dumbbell biceps curl","5","18 kg","6",""
"13-May-15","dumbbell biceps curl","6","18 kg","6",""
"13-May-15","dumbbell biceps curl","7","18 kg","6",""

"15-May-15","air bicycles","1","0.0 kg","150",""
"15-May-15","air bicycles","2","0.0 kg","150",""
"15-May-15","air bicycles","3","0.0 kg","150",""
"15-May-15","cable triceps pushdown","1","18.75 kg","12",""
"15-May-15","cable triceps pushdown","2","18.75 kg","10",""
"15-May-15","cable triceps pushdown","3","28.75 kg","4",""
"15-May-15","cable triceps pushdown","4","38.75 kg","1",""
"15-May-15","cable triceps pushdown","5","41.25 kg","6",""
"15-May-15","cable triceps pushdown","6","41.25 kg","6",""
"15-May-15","cable triceps pushdown","7","41.25 kg","6",""
"15-May-15","standing biceps curl","1","35 kg","6",""
"15-May-15","standing biceps curl","2","35 kg","6",""
"15-May-15","standing biceps curl","3","35 kg","6",""
"15-May-15","standing biceps curl","4","35 kg","3",""
"15-May-15","standing biceps curl","5","35 kg","6",""
"15-May-15","dumbbell biceps curl","1","10 kg","12",""
"15-May-15","dumbbell biceps curl","2","10 kg","10",""
"15-May-15","dumbbell biceps curl","3","14 kg","4",""
"15-May-15","dumbbell biceps curl","4","16 kg","1",""
"15-May-15","dumbbell biceps curl","5","18 kg","6",""
"15-May-15","dumbbell biceps curl","6","18 kg","6",""
"15-May-15","dumbbell biceps curl","7","18 kg","6",""
"15-May-15","lying triceps extension","1","28 kg","12",""
"15-May-15","lying triceps extension","2","28 kg","12",""
"15-May-15","lying triceps extension","3","28 kg","12",""
"15-May-15","lying triceps extension","4","28 kg","12",""
"15-May-15","captains chair leg raise","1","0.0 kg","12",""
"15-May-15","captains chair leg raise","2","0.0 kg","12",""
"15-May-15","captains chair leg raise","3","0.0 kg","12",""
"15-May-15","captains chair leg raise","4","0.0 kg","12",""
"15-May-15","kneeling cable crunch","1","41.25 kg","12",""
"15-May-15","kneeling cable crunch","2","41.25 kg","12",""
"15-May-15","kneeling cable crunch","3","41.25 kg","12",""
"15-May-15","kneeling cable crunch","4","41.25 kg","12",""

"16-May-15","dip","1","0.0 kg","10",""
"16-May-15","dip","2","0.0 kg","10",""
"16-May-15","dip","3","0.0 kg","10",""
"16-May-15","dip","4","0.0 kg","10",""
"16-May-15","dip","5","0.0 kg","9","failed"
"16-May-15","incline barbell bench press","1","56 kg","6",""
"16-May-15","incline barbell bench press","2","56 kg","6",""
"16-May-15","incline barbell bench press","3","56 kg","6",""
"16-May-15","incline barbell bench press","4","56 kg","6",""
"16-May-15","barbell bench press","1","36 kg","12",""
"16-May-15","barbell bench press","2","36 kg","10",""
"16-May-15","barbell bench press","3","52 kg","4",""
"16-May-15","barbell bench press","4","68 kg","6",""
"16-May-15","barbell bench press","5","68 kg","6",""
"16-May-15","barbell bench press","6","68 kg","6",""

"17-May-15","one-arm row","1","32 kg","6",""
"17-May-15","one-arm row","2","32 kg","6",""
"17-May-15","one-arm row","3","32 kg","6",""
"17-May-15","calf raise","1","130 kg","12",""
"17-May-15","calf raise","2","130 kg","12",""
"17-May-15","calf raise","3","130 kg","12",""
"17-May-15","calf raise","4","130 kg","12",""
"17-May-15","calf raise","5","130 kg","12",""
"17-May-15","deadlift","1","40 kg","12",""
"17-May-15","deadlift","2","40 kg","10",""
"17-May-15","deadlift","3","60 kg","4",""
"17-May-15","deadlift","4","80 kg","1",""
"17-May-15","deadlift","5","90 kg","6",""
"17-May-15","deadlift","6","90 kg","6",""
"17-May-15","deadlift","7","90 kg","6",""
"17-May-15","lat pulldown","1","89 kg","6",""
"17-May-15","lat pulldown","2","89 kg","6",""
"17-May-15","lat pulldown","3","89 kg","6",""

"19-May-15","rear lateral raise","1","8 kg","10",""
"19-May-15","rear lateral raise","2","8 kg","10",""
"19-May-15","rear lateral raise","3","8 kg","10",""
"19-May-15","rear lateral raise","4","8 kg","10",""
"19-May-15","air bicycles","1","0.0 kg","150",""
"19-May-15","air bicycles","2","0.0 kg","150",""
"19-May-15","air bicycles","3","0.0 kg","150",""
"19-May-15","machine shoulder press","1","25 kg","12",""
"19-May-15","machine shoulder press","2","25 kg","10",""
"19-May-15","machine shoulder press","3","35 kg","4",""
"19-May-15","machine shoulder press","4","45 kg","1",""
"19-May-15","machine shoulder press","5","50 kg","6",""
"19-May-15","machine shoulder press","6","50 kg","6",""
"19-May-15","machine shoulder press","7","45 kg","6",""
"19-May-15","barbell shrug","1","64 kg","12",""
"19-May-15","barbell shrug","2","64 kg","12",""
"19-May-15","barbell shrug","3","64 kg","12",""
"19-May-15","barbell shrug","4","64 kg","12",""
"19-May-15","cable side lateral raise","1","7.5 kg","6",""
"19-May-15","cable side lateral raise","2","7.5 kg","6",""
"19-May-15","cable side lateral raise","3","7.5 kg","6",""
"19-May-15","cable side lateral raise","4","7.5 kg","6",""
"19-May-15","captains chair leg raise","1","0.0 kg","12",""
"19-May-15","captains chair leg raise","2","0.0 kg","12",""
"19-May-15","captains chair leg raise","3","0.0 kg","12",""
"19-May-15","captains chair leg raise","4","0.0 kg","12",""
"19-May-15","kneeling cable crunch","1","41.25 kg","12",""
"19-May-15","kneeling cable crunch","2","41.25 kg","12",""
"19-May-15","kneeling cable crunch","3","41.25 kg","12",""
"19-May-15","kneeling cable crunch","4","41.25 kg","12",""

"20-May-15","barbell squat","1","20 kg","12",""
"20-May-15","barbell squat","2","20 kg","10",""
"20-May-15","barbell squat","3","50 kg","4",""
"20-May-15","barbell squat","4","70 kg","6",""
"20-May-15","barbell squat","5","70 kg","6",""
"20-May-15","barbell squat","6","70 kg","6",""
"20-May-15","romanian deadlift","1","40 kg","12",""
"20-May-15","romanian deadlift","2","40 kg","10",""
"20-May-15","romanian deadlift","3","55 kg","8",""
"20-May-15","romanian deadlift","4","55 kg","8",""
"20-May-15","romanian deadlift","5","55 kg","8",""
"20-May-15","machine leg press","1","65 kg","12",""
"20-May-15","machine leg press","2","65 kg","10",""
"20-May-15","machine leg press","3","95 kg","4",""
"20-May-15","machine leg press","4","115 kg","1",""
"20-May-15","machine leg press","5","135 kg","6",""
"20-May-15","machine leg press","6","135 kg","6",""

"21-May-15","air bicycles","1","0.0 kg","150",""
"21-May-15","air bicycles","2","0.0 kg","150",""
"21-May-15","air bicycles","3","0.0 kg","150",""
"21-May-15","cable triceps pushdown","1","18.75 kg","12",""
"21-May-15","cable triceps pushdown","2","18.75 kg","10",""
"21-May-15","cable triceps pushdown","3","28.75 kg","4",""
"21-May-15","cable triceps pushdown","4","38.75 kg","1",""
"21-May-15","cable triceps pushdown","5","41.25 kg","6",""
"21-May-15","cable triceps pushdown","6","41.25 kg","6",""
"21-May-15","cable triceps pushdown","7","41.25 kg","6",""
"21-May-15","standing biceps curl","1","35 kg","6",""
"21-May-15","standing biceps curl","2","35 kg","6",""
"21-May-15","standing biceps curl","3","35 kg","6",""
"21-May-15","standing biceps curl","4","35 kg","6",""
"21-May-15","dumbbell biceps curl","1","8 kg","12",""
"21-May-15","dumbbell biceps curl","2","8 kg","10",""
"21-May-15","dumbbell biceps curl","3","14 kg","4",""
"21-May-15","dumbbell biceps curl","4","16 kg","1",""
"21-May-15","dumbbell biceps curl","5","18 kg","6",""
"21-May-15","dumbbell biceps curl","6","18 kg","6",""
"21-May-15","dumbbell biceps curl","7","18 kg","6",""
"21-May-15","lying triceps extension","1","28 kg","12",""
"21-May-15","lying triceps extension","2","28 kg","12",""
"21-May-15","lying triceps extension","3","28 kg","12",""
"21-May-15","lying triceps extension","4","28 kg","12",""
"21-May-15","captains chair leg raise","1","0.0 kg","12",""
"21-May-15","captains chair leg raise","2","0.0 kg","12",""
"21-May-15","captains chair leg raise","3","0.0 kg","12",""
"21-May-15","captains chair leg raise","4","0.0 kg","12",""
"21-May-15","kneeling cable crunch","1","41.25 kg","12",""
"21-May-15","kneeling cable crunch","2","41.25 kg","12",""
"21-May-15","kneeling cable crunch","3","41.25 kg","12",""
"21-May-15","kneeling cable crunch","4","41.25 kg","12",""

"23-May-15","air bicycles","1","0.0 kg","150",""
"23-May-15","air bicycles","2","0.0 kg","150",""
"23-May-15","air bicycles","3","0.0 kg","150",""
"23-May-15","dip","1","0.0 kg","10",""
"23-May-15","dip","2","0.0 kg","10",""
"23-May-15","dip","3","0.0 kg","10",""
"23-May-15","dip","4","0.0 kg","10",""
"23-May-15","dip","5","0.0 kg","10",""
"23-May-15","incline barbell bench press","1","52 kg","6",""
"23-May-15","incline barbell bench press","2","52 kg","6",""
"23-May-15","incline barbell bench press","3","52 kg","6",""
"23-May-15","incline barbell bench press","4","52 kg","6",""
"23-May-15","barbell bench press","1","36 kg","12",""
"23-May-15","barbell bench press","2","36 kg","10",""
"23-May-15","barbell bench press","3","52 kg","4",""
"23-May-15","barbell bench press","4","68 kg","6",""
"23-May-15","barbell bench press","5","68 kg","6",""
"23-May-15","barbell bench press","6","68 kg","6",""
"23-May-15","captains chair leg raise","1","0.0 kg","12",""
"23-May-15","captains chair leg raise","2","0.0 kg","12",""
"23-May-15","captains chair leg raise","3","0.0 kg","12",""
"23-May-15","captains chair leg raise","4","0.0 kg","12",""
"23-May-15","kneeling cable crunch","1","41.25 kg","12",""
"23-May-15","kneeling cable crunch","2","41.25 kg","12",""
"23-May-15","kneeling cable crunch","3","41.25 kg","12",""
"23-May-15","kneeling cable crunch","4","41.25 kg","12",""

"24-May-15","one-arm row","1","32 kg","6",""
"24-May-15","one-arm row","2","32 kg","6",""
"24-May-15","calf raise","1","135 kg","12",""
"24-May-15","calf raise","2","135 kg","12",""
"24-May-15","calf raise","3","135 kg","12",""
"24-May-15","calf raise","4","135 kg","12",""
"24-May-15","deadlift","1","50 kg","12",""
"24-May-15","deadlift","2","50 kg","10",""
"24-May-15","deadlift","3","70 kg","4",""
"24-May-15","deadlift","4","90 kg","1",""
"24-May-15","deadlift","5","100 kg","6",""
"24-May-15","deadlift","6","100 kg","6",""
"24-May-15","deadlift","7","100 kg","5","failed"
"24-May-15","deadlift","8","100 kg","2",""
"24-May-15","lat pulldown","1","89 kg","6",""
"24-May-15","lat pulldown","2","89 kg","6",""
"24-May-15","lat pulldown","3","89 kg","6",""

"25-May-15","machine shoulder press","1","25 kg","12",""
"25-May-15","machine shoulder press","2","25 kg","10",""
"25-May-15","machine shoulder press","3","35 kg","4",""
"25-May-15","machine shoulder press","4","45 kg","2",""
"25-May-15","machine shoulder press","5","52.5 kg","6",""
"25-May-15","machine shoulder press","6","52.5 kg","6",""
"25-May-15","machine shoulder press","7","52.5 kg","4","failed"
"25-May-15","machine shoulder press","8","50 kg","6",""
"25-May-15","barbell shrug","1","64 kg","12",""
"25-May-15","barbell shrug","2","64 kg","12",""
"25-May-15","barbell shrug","3","64 kg","12",""
"25-May-15","barbell shrug","4","64 kg","12",""
"25-May-15","cable side lateral raise","1","7.5 kg","6",""
"25-May-15","cable side lateral raise","2","7.5 kg","6",""
"25-May-15","cable side lateral raise","3","7.5 kg","6",""
"25-May-15","cable side lateral raise","4","7.5 kg","6",""
"25-May-15","rear lateral raise","1","8 kg","8",""
"25-May-15","rear lateral raise","2","8 kg","8",""
"25-May-15","rear lateral raise","3","8 kg","8",""
"25-May-15","rear lateral raise","4","8 kg","8",""
"25-May-15","rear lateral raise","5","8 kg","8",""

"27-May-15","barbell squat","1","20 kg","12",""
"27-May-15","barbell squat","2","20 kg","10",""
"27-May-15","barbell squat","3","50 kg","4",""
"27-May-15","barbell squat","4","70 kg","1",""
"27-May-15","barbell squat","5","80 kg","6",""
"27-May-15","barbell squat","6","80 kg","6",""
"27-May-15","barbell squat","7","80 kg","6",""
"27-May-15","romanian deadlift","1","40 kg","12",""
"27-May-15","romanian deadlift","2","40 kg","10",""
"27-May-15","romanian deadlift","3","55 kg","8",""
"27-May-15","romanian deadlift","4","55 kg","8",""
"27-May-15","romanian deadlift","5","55 kg","8",""
"27-May-15","romanian deadlift","6","55 kg","10",""
"27-May-15","machine leg press","1","65 kg","12",""
"27-May-15","machine leg press","2","65 kg","10",""
"27-May-15","machine leg press","3","95 kg","4",""
"27-May-15","machine leg press","4","115 kg","1",""
"27-May-15","machine leg press","5","135 kg","6",""
"27-May-15","machine leg press","6","135 kg","6",""
"27-May-15","machine leg press","7","135 kg","6",""
"27-May-15","machine leg press","8","140 kg","6",""

"28-May-15","air bicycles","1","0.0 kg","150",""
"28-May-15","air bicycles","2","0.0 kg","150",""
"28-May-15","air bicycles","3","0.0 kg","150",""
"28-May-15","cable triceps pushdown","1","18.75 kg","12",""
"28-May-15","cable triceps pushdown","2","18.75 kg","10",""
"28-May-15","cable triceps pushdown","3","28.75 kg","4",""
"28-May-15","cable triceps pushdown","4","38.75 kg","1",""
"28-May-15","cable triceps pushdown","5","41.875 kg","6",""
"28-May-15","cable triceps pushdown","6","41.875 kg","6",""
"28-May-15","cable triceps pushdown","7","41.875 kg","6",""
"28-May-15","standing biceps curl","1","35 kg","6",""
"28-May-15","standing biceps curl","2","35 kg","6",""
"28-May-15","standing biceps curl","3","35 kg","6",""
"28-May-15","standing biceps curl","4","35 kg","6",""
"28-May-15","dumbbell biceps curl","1","10 kg","12",""
"28-May-15","dumbbell biceps curl","2","10 kg","10",""
"28-May-15","dumbbell biceps curl","3","14 kg","4",""
"28-May-15","dumbbell biceps curl","4","16 kg","1",""
"28-May-15","dumbbell biceps curl","5","18 kg","6",""
"28-May-15","dumbbell biceps curl","6","18 kg","6",""
"28-May-15","dumbbell biceps curl","7","18 kg","6",""
"28-May-15","lying triceps extension","1","28 kg","12",""
"28-May-15","lying triceps extension","2","28 kg","12",""
"28-May-15","lying triceps extension","3","28 kg","12",""
"28-May-15","lying triceps extension","4","28 kg","12",""
"28-May-15","captains chair leg raise","1","0.0 kg","12",""
"28-May-15","captains chair leg raise","2","0.0 kg","12",""
"28-May-15","captains chair leg raise","3","0.0 kg","12",""
"28-May-15","captains chair leg raise","4","0.0 kg","12",""
"28-May-15","kneeling cable crunch","1","41.25 kg","12",""
"28-May-15","kneeling cable crunch","2","41.25 kg","12",""
"28-May-15","kneeling cable crunch","3","41.25 kg","12",""
"28-May-15","kneeling cable crunch","4","41.25 kg","12",""

"31-May-15","air bicycles","1","0.0 kg","150",""
"31-May-15","air bicycles","2","0.0 kg","150",""
"31-May-15","air bicycles","3","0.0 kg","150",""
"31-May-15","dip","1","0.0 kg","10",""
"31-May-15","dip","2","0.0 kg","10",""
"31-May-15","dip","3","0.0 kg","10",""
"31-May-15","dip","4","0.0 kg","10",""
"31-May-15","dip","5","0.0 kg","10",""
"31-May-15","incline barbell bench press","1","52 kg","8",""
"31-May-15","incline barbell bench press","2","56 kg","6",""
"31-May-15","incline barbell bench press","3","56 kg","6",""
"31-May-15","barbell bench press","1","36 kg","12",""
"31-May-15","barbell bench press","2","36 kg","10",""
"31-May-15","barbell bench press","3","52 kg","4",""
"31-May-15","barbell bench press","4","72 kg","6",""
"31-May-15","barbell bench press","5","72 kg","6",""
"31-May-15","barbell bench press","6","72 kg","6",""
"31-May-15","captains chair leg raise","1","0.0 kg","12",""
"31-May-15","captains chair leg raise","2","0.0 kg","12",""
"31-May-15","captains chair leg raise","3","0.0 kg","12",""
"31-May-15","captains chair leg raise","4","0.0 kg","12",""
"31-May-15","kneeling cable crunch","1","41.25 kg","12",""
"31-May-15","kneeling cable crunch","2","41.25 kg","12",""
"31-May-15","kneeling cable crunch","3","41.25 kg","12",""
"31-May-15","kneeling cable crunch","4","41.25 kg","12",""

"02-Jun-15","one-arm row","1","20 kg","12",""
"02-Jun-15","one-arm row","2","20 kg","10",""
"02-Jun-15","one-arm row","3","26 kg","4",""
"02-Jun-15","one-arm row","4","30 kg","1",""
"02-Jun-15","one-arm row","5","32 kg","6",""
"02-Jun-15","one-arm row","6","32 kg","6",""
"02-Jun-15","one-arm row","7","32 kg","6",""
